,N,L,N',L',S,J,T,MT,E
88333,58,0,63,0,1,1,0,0,0.0
88338,58,0,64,0,1,1,0,0,0.0
88343,58,0,65,0,1,1,0,0,0.0
88348,58,0,66,0,1,1,0,0,0.0
88353,58,0,67,0,1,1,0,0,0.0
88358,58,0,68,0,1,1,0,0,0.0
88363,58,0,69,0,1,1,0,0,0.0
88368,58,0,70,0,1,1,0,0,0.0
88373,58,0,71,0,1,1,0,0,0.0
88378,58,0,72,0,1,1,0,0,0.0
88383,58,0,73,0,1,1,0,0,0.0
88388,58,0,74,0,1,1,0,0,0.0
88393,58,0,75,0,1,1,0,0,0.0
88398,58,0,76,0,1,1,0,0,0.0
88403,58,0,77,0,1,1,0,0,0.0
88408,58,0,78,0,1,1,0,0,0.0
88413,58,0,79,0,1,1,0,0,0.0
88418,58,0,80,0,1,1,0,0,0.0
88423,58,0,81,0,1,1,0,0,0.0
88428,58,0,82,0,1,1,0,0,0.0
88433,58,0,83,0,1,1,0,0,0.0
88438,58,0,84,0,1,1,0,0,0.0
88443,58,0,85,0,1,1,0,0,0.0
88448,58,0,86,0,1,1,0,0,0.0
88453,58,0,87,0,1,1,0,0,0.0
88458,58,0,88,0,1,1,0,0,0.0
88463,58,0,89,0,1,1,0,0,0.0
88468,58,0,90,0,1,1,0,0,0.0
88473,58,0,91,0,1,1,0,0,0.0
88478,58,0,92,0,1,1,0,0,0.0
88483,58,0,93,0,1,1,0,0,0.0
88488,58,0,94,0,1,1,0,0,0.0
88493,58,0,95,0,1,1,0,0,0.0
88498,58,0,96,0,1,1,0,0,0.0
88503,58,0,97,0,1,1,0,0,0.0
88508,58,0,98,0,1,1,0,0,0.0
88513,58,0,99,0,1,1,0,0,0.0
88518,58,0,100,0,1,1,0,0,0.0
89211,59,0,59,0,1,1,0,0,717.0
89216,59,0,60,0,1,1,0,0,361.4968879534
89221,59,0,61,0,1,1,0,0,0.0
89226,59,0,62,0,1,1,0,0,0.0
89231,59,0,63,0,1,1,0,0,0.0
89236,59,0,64,0,1,1,0,0,0.0
89241,59,0,65,0,1,1,0,0,0.0
89246,59,0,66,0,1,1,0,0,0.0
89251,59,0,67,0,1,1,0,0,0.0
89256,59,0,68,0,1,1,0,0,0.0
89261,59,0,69,0,1,1,0,0,0.0
89266,59,0,70,0,1,1,0,0,0.0
89271,59,0,71,0,1,1,0,0,0.0
89276,59,0,72,0,1,1,0,0,0.0
89281,59,0,73,0,1,1,0,0,0.0
89286,59,0,74,0,1,1,0,0,0.0
89291,59,0,75,0,1,1,0,0,0.0
89296,59,0,76,0,1,1,0,0,0.0
89301,59,0,77,0,1,1,0,0,0.0
89306,59,0,78,0,1,1,0,0,0.0
89311,59,0,79,0,1,1,0,0,0.0
89316,59,0,80,0,1,1,0,0,0.0
89321,59,0,81,0,1,1,0,0,0.0
89326,59,0,82,0,1,1,0,0,0.0
89331,59,0,83,0,1,1,0,0,0.0
89336,59,0,84,0,1,1,0,0,0.0
89341,59,0,85,0,1,1,0,0,0.0
89346,59,0,86,0,1,1,0,0,0.0
89351,59,0,87,0,1,1,0,0,0.0
89356,59,0,88,0,1,1,0,0,0.0
89361,59,0,89,0,1,1,0,0,0.0
89366,59,0,90,0,1,1,0,0,0.0
89371,59,0,91,0,1,1,0,0,0.0
89376,59,0,92,0,1,1,0,0,0.0
89381,59,0,93,0,1,1,0,0,0.0
89386,59,0,94,0,1,1,0,0,0.0
89391,59,0,95,0,1,1,0,0,0.0
89396,59,0,96,0,1,1,0,0,0.0
89401,59,0,97,0,1,1,0,0,0.0
89406,59,0,98,0,1,1,0,0,0.0
89411,59,0,99,0,1,1,0,0,0.0
89416,59,0,100,0,1,1,0,0,0.0
90093,60,0,60,0,1,1,0,0,729.0
90098,60,0,61,0,1,1,0,0,367.4969387628
90103,60,0,62,0,1,1,0,0,0.0
90108,60,0,63,0,1,1,0,0,0.0
90113,60,0,64,0,1,1,0,0,0.0
90118,60,0,65,0,1,1,0,0,0.0
90123,60,0,66,0,1,1,0,0,0.0
90128,60,0,67,0,1,1,0,0,0.0
90133,60,0,68,0,1,1,0,0,0.0
90138,60,0,69,0,1,1,0,0,0.0
90143,60,0,70,0,1,1,0,0,0.0
90148,60,0,71,0,1,1,0,0,0.0
90153,60,0,72,0,1,1,0,0,0.0
90158,60,0,73,0,1,1,0,0,0.0
90163,60,0,74,0,1,1,0,0,0.0
90168,60,0,75,0,1,1,0,0,0.0
90173,60,0,76,0,1,1,0,0,0.0
90178,60,0,77,0,1,1,0,0,0.0
90183,60,0,78,0,1,1,0,0,0.0
90188,60,0,79,0,1,1,0,0,0.0
90193,60,0,80,0,1,1,0,0,0.0
90198,60,0,81,0,1,1,0,0,0.0
90203,60,0,82,0,1,1,0,0,0.0
90208,60,0,83,0,1,1,0,0,0.0
90213,60,0,84,0,1,1,0,0,0.0
90218,60,0,85,0,1,1,0,0,0.0
90223,60,0,86,0,1,1,0,0,0.0
90228,60,0,87,0,1,1,0,0,0.0
90233,60,0,88,0,1,1,0,0,0.0
90238,60,0,89,0,1,1,0,0,0.0
90243,60,0,90,0,1,1,0,0,0.0
90248,60,0,91,0,1,1,0,0,0.0
90253,60,0,92,0,1,1,0,0,0.0
90258,60,0,93,0,1,1,0,0,0.0
90263,60,0,94,0,1,1,0,0,0.0
90268,60,0,95,0,1,1,0,0,0.0
90273,60,0,96,0,1,1,0,0,0.0
90278,60,0,97,0,1,1,0,0,0.0
90283,60,0,98,0,1,1,0,0,0.0
90288,60,0,99,0,1,1,0,0,0.0
90293,60,0,100,0,1,1,0,0,0.0
90954,61,0,61,0,1,1,0,0,741.0
90959,61,0,62,0,1,1,0,0,373.4969879397
90964,61,0,63,0,1,1,0,0,0.0
90969,61,0,64,0,1,1,0,0,0.0
90974,61,0,65,0,1,1,0,0,0.0
90979,61,0,66,0,1,1,0,0,0.0
90984,61,0,67,0,1,1,0,0,0.0
90989,61,0,68,0,1,1,0,0,0.0
90994,61,0,69,0,1,1,0,0,0.0
90999,61,0,70,0,1,1,0,0,0.0
91004,61,0,71,0,1,1,0,0,0.0
91009,61,0,72,0,1,1,0,0,0.0
91014,61,0,73,0,1,1,0,0,0.0
91019,61,0,74,0,1,1,0,0,0.0
91024,61,0,75,0,1,1,0,0,0.0
91029,61,0,76,0,1,1,0,0,0.0
91034,61,0,77,0,1,1,0,0,0.0
91039,61,0,78,0,1,1,0,0,0.0
91044,61,0,79,0,1,1,0,0,0.0
91049,61,0,80,0,1,1,0,0,0.0
91054,61,0,81,0,1,1,0,0,0.0
91059,61,0,82,0,1,1,0,0,0.0
91064,61,0,83,0,1,1,0,0,0.0
91069,61,0,84,0,1,1,0,0,0.0
91074,61,0,85,0,1,1,0,0,0.0
91079,61,0,86,0,1,1,0,0,0.0
91084,61,0,87,0,1,1,0,0,0.0
91089,61,0,88,0,1,1,0,0,0.0
91094,61,0,89,0,1,1,0,0,0.0
91099,61,0,90,0,1,1,0,0,0.0
91104,61,0,91,0,1,1,0,0,0.0
91109,61,0,92,0,1,1,0,0,0.0
91114,61,0,93,0,1,1,0,0,0.0
91119,61,0,94,0,1,1,0,0,0.0
91124,61,0,95,0,1,1,0,0,0.0
91129,61,0,96,0,1,1,0,0,0.0
91134,61,0,97,0,1,1,0,0,0.0
91139,61,0,98,0,1,1,0,0,0.0
91144,61,0,99,0,1,1,0,0,0.0
91149,61,0,100,0,1,1,0,0,0.0
91794,62,0,62,0,1,1,0,0,753.0
91799,62,0,63,0,1,1,0,0,379.4970355615
91804,62,0,64,0,1,1,0,0,0.0
91809,62,0,65,0,1,1,0,0,0.0
91814,62,0,66,0,1,1,0,0,0.0
91819,62,0,67,0,1,1,0,0,0.0
91824,62,0,68,0,1,1,0,0,0.0
91829,62,0,69,0,1,1,0,0,0.0
91834,62,0,70,0,1,1,0,0,0.0
91839,62,0,71,0,1,1,0,0,0.0
91844,62,0,72,0,1,1,0,0,0.0
91849,62,0,73,0,1,1,0,0,0.0
91854,62,0,74,0,1,1,0,0,0.0
91859,62,0,75,0,1,1,0,0,0.0
91864,62,0,76,0,1,1,0,0,0.0
91869,62,0,77,0,1,1,0,0,0.0
91874,62,0,78,0,1,1,0,0,0.0
91879,62,0,79,0,1,1,0,0,0.0
91884,62,0,80,0,1,1,0,0,0.0
91889,62,0,81,0,1,1,0,0,0.0
91894,62,0,82,0,1,1,0,0,0.0
91899,62,0,83,0,1,1,0,0,0.0
91904,62,0,84,0,1,1,0,0,0.0
91909,62,0,85,0,1,1,0,0,0.0
91914,62,0,86,0,1,1,0,0,0.0
91919,62,0,87,0,1,1,0,0,0.0
91924,62,0,88,0,1,1,0,0,0.0
91929,62,0,89,0,1,1,0,0,0.0
91934,62,0,90,0,1,1,0,0,0.0
91939,62,0,91,0,1,1,0,0,0.0
91944,62,0,92,0,1,1,0,0,0.0
91949,62,0,93,0,1,1,0,0,0.0
91954,62,0,94,0,1,1,0,0,0.0
91959,62,0,95,0,1,1,0,0,0.0
91964,62,0,96,0,1,1,0,0,0.0
91969,62,0,97,0,1,1,0,0,0.0
91974,62,0,98,0,1,1,0,0,0.0
91979,62,0,99,0,1,1,0,0,0.0
91984,62,0,100,0,1,1,0,0,0.0
92613,63,0,63,0,1,1,0,0,765.0
92618,63,0,64,0,1,1,0,0,385.497081701
92623,63,0,65,0,1,1,0,0,0.0
92628,63,0,66,0,1,1,0,0,0.0
92633,63,0,67,0,1,1,0,0,0.0
92638,63,0,68,0,1,1,0,0,0.0
92643,63,0,69,0,1,1,0,0,0.0
92648,63,0,70,0,1,1,0,0,0.0
92653,63,0,71,0,1,1,0,0,0.0
92658,63,0,72,0,1,1,0,0,0.0
92663,63,0,73,0,1,1,0,0,0.0
92668,63,0,74,0,1,1,0,0,0.0
92673,63,0,75,0,1,1,0,0,0.0
92678,63,0,76,0,1,1,0,0,0.0
92683,63,0,77,0,1,1,0,0,0.0
92688,63,0,78,0,1,1,0,0,0.0
92693,63,0,79,0,1,1,0,0,0.0
92698,63,0,80,0,1,1,0,0,0.0
92703,63,0,81,0,1,1,0,0,0.0
92708,63,0,82,0,1,1,0,0,0.0
92713,63,0,83,0,1,1,0,0,0.0
92718,63,0,84,0,1,1,0,0,0.0
92723,63,0,85,0,1,1,0,0,0.0
92728,63,0,86,0,1,1,0,0,0.0
92733,63,0,87,0,1,1,0,0,0.0
92738,63,0,88,0,1,1,0,0,0.0
92743,63,0,89,0,1,1,0,0,0.0
92748,63,0,90,0,1,1,0,0,0.0
92753,63,0,91,0,1,1,0,0,0.0
92758,63,0,92,0,1,1,0,0,0.0
92763,63,0,93,0,1,1,0,0,0.0
92768,63,0,94,0,1,1,0,0,0.0
92773,63,0,95,0,1,1,0,0,0.0
92778,63,0,96,0,1,1,0,0,0.0
92783,63,0,97,0,1,1,0,0,0.0
92788,63,0,98,0,1,1,0,0,0.0
92793,63,0,99,0,1,1,0,0,0.0
92798,63,0,100,0,1,1,0,0,0.0
93411,64,0,64,0,1,1,0,0,777.0
93416,64,0,65,0,1,1,0,0,391.4971264262
93421,64,0,66,0,1,1,0,0,0.0
93426,64,0,67,0,1,1,0,0,0.0
93431,64,0,68,0,1,1,0,0,0.0
93436,64,0,69,0,1,1,0,0,0.0
93441,64,0,70,0,1,1,0,0,0.0
93446,64,0,71,0,1,1,0,0,0.0
93451,64,0,72,0,1,1,0,0,0.0
93456,64,0,73,0,1,1,0,0,0.0
93461,64,0,74,0,1,1,0,0,0.0
93466,64,0,75,0,1,1,0,0,0.0
93471,64,0,76,0,1,1,0,0,0.0
93476,64,0,77,0,1,1,0,0,0.0
93481,64,0,78,0,1,1,0,0,0.0
93486,64,0,79,0,1,1,0,0,0.0
93491,64,0,80,0,1,1,0,0,0.0
93496,64,0,81,0,1,1,0,0,0.0
93501,64,0,82,0,1,1,0,0,0.0
93506,64,0,83,0,1,1,0,0,0.0
93511,64,0,84,0,1,1,0,0,0.0
93516,64,0,85,0,1,1,0,0,0.0
93521,64,0,86,0,1,1,0,0,0.0
93526,64,0,87,0,1,1,0,0,0.0
93531,64,0,88,0,1,1,0,0,0.0
93536,64,0,89,0,1,1,0,0,0.0
93541,64,0,90,0,1,1,0,0,0.0
93546,64,0,91,0,1,1,0,0,0.0
93551,64,0,92,0,1,1,0,0,0.0
93556,64,0,93,0,1,1,0,0,0.0
93561,64,0,94,0,1,1,0,0,0.0
93566,64,0,95,0,1,1,0,0,0.0
93571,64,0,96,0,1,1,0,0,0.0
93576,64,0,97,0,1,1,0,0,0.0
93581,64,0,98,0,1,1,0,0,0.0
93586,64,0,99,0,1,1,0,0,0.0
93591,64,0,100,0,1,1,0,0,0.0
94188,65,0,65,0,1,1,0,0,789.0
94193,65,0,66,0,1,1,0,0,397.4971698012
94198,65,0,67,0,1,1,0,0,0.0
94203,65,0,68,0,1,1,0,0,0.0
94208,65,0,69,0,1,1,0,0,0.0
94213,65,0,70,0,1,1,0,0,0.0
94218,65,0,71,0,1,1,0,0,0.0
94223,65,0,72,0,1,1,0,0,0.0
94228,65,0,73,0,1,1,0,0,0.0
94233,65,0,74,0,1,1,0,0,0.0
94238,65,0,75,0,1,1,0,0,0.0
94243,65,0,76,0,1,1,0,0,0.0
94248,65,0,77,0,1,1,0,0,0.0
94253,65,0,78,0,1,1,0,0,0.0
94258,65,0,79,0,1,1,0,0,0.0
94263,65,0,80,0,1,1,0,0,0.0
94268,65,0,81,0,1,1,0,0,0.0
94273,65,0,82,0,1,1,0,0,0.0
94278,65,0,83,0,1,1,0,0,0.0
94283,65,0,84,0,1,1,0,0,0.0
94288,65,0,85,0,1,1,0,0,0.0
94293,65,0,86,0,1,1,0,0,0.0
94298,65,0,87,0,1,1,0,0,0.0
94303,65,0,88,0,1,1,0,0,0.0
94308,65,0,89,0,1,1,0,0,0.0
94313,65,0,90,0,1,1,0,0,0.0
94318,65,0,91,0,1,1,0,0,0.0
94323,65,0,92,0,1,1,0,0,0.0
94328,65,0,93,0,1,1,0,0,0.0
94333,65,0,94,0,1,1,0,0,0.0
94338,65,0,95,0,1,1,0,0,0.0
94343,65,0,96,0,1,1,0,0,0.0
94348,65,0,97,0,1,1,0,0,0.0
94353,65,0,98,0,1,1,0,0,0.0
94358,65,0,99,0,1,1,0,0,0.0
94363,65,0,100,0,1,1,0,0,0.0
94944,66,0,66,0,1,1,0,0,801.0
94949,66,0,67,0,1,1,0,0,403.4972118863
94954,66,0,68,0,1,1,0,0,0.0
94959,66,0,69,0,1,1,0,0,0.0
94964,66,0,70,0,1,1,0,0,0.0
94969,66,0,71,0,1,1,0,0,0.0
94974,66,0,72,0,1,1,0,0,0.0
94979,66,0,73,0,1,1,0,0,0.0
94984,66,0,74,0,1,1,0,0,0.0
94989,66,0,75,0,1,1,0,0,0.0
94994,66,0,76,0,1,1,0,0,0.0
94999,66,0,77,0,1,1,0,0,0.0
95004,66,0,78,0,1,1,0,0,0.0
95009,66,0,79,0,1,1,0,0,0.0
95014,66,0,80,0,1,1,0,0,0.0
95019,66,0,81,0,1,1,0,0,0.0
95024,66,0,82,0,1,1,0,0,0.0
95029,66,0,83,0,1,1,0,0,0.0
95034,66,0,84,0,1,1,0,0,0.0
95039,66,0,85,0,1,1,0,0,0.0
95044,66,0,86,0,1,1,0,0,0.0
95049,66,0,87,0,1,1,0,0,0.0
95054,66,0,88,0,1,1,0,0,0.0
95059,66,0,89,0,1,1,0,0,0.0
95064,66,0,90,0,1,1,0,0,0.0
95069,66,0,91,0,1,1,0,0,0.0
95074,66,0,92,0,1,1,0,0,0.0
95079,66,0,93,0,1,1,0,0,0.0
95084,66,0,94,0,1,1,0,0,0.0
95089,66,0,95,0,1,1,0,0,0.0
95094,66,0,96,0,1,1,0,0,0.0
95099,66,0,97,0,1,1,0,0,0.0
95104,66,0,98,0,1,1,0,0,0.0
95109,66,0,99,0,1,1,0,0,0.0
95114,66,0,100,0,1,1,0,0,0.0
95679,67,0,67,0,1,1,0,0,813.0
95684,67,0,68,0,1,1,0,0,409.497252738
95689,67,0,69,0,1,1,0,0,0.0
95694,67,0,70,0,1,1,0,0,0.0
95699,67,0,71,0,1,1,0,0,0.0
95704,67,0,72,0,1,1,0,0,0.0
95709,67,0,73,0,1,1,0,0,0.0
95714,67,0,74,0,1,1,0,0,0.0
95719,67,0,75,0,1,1,0,0,0.0
95724,67,0,76,0,1,1,0,0,0.0
95729,67,0,77,0,1,1,0,0,0.0
95734,67,0,78,0,1,1,0,0,0.0
95739,67,0,79,0,1,1,0,0,0.0
95744,67,0,80,0,1,1,0,0,0.0
95749,67,0,81,0,1,1,0,0,0.0
95754,67,0,82,0,1,1,0,0,0.0
95759,67,0,83,0,1,1,0,0,0.0
95764,67,0,84,0,1,1,0,0,0.0
95769,67,0,85,0,1,1,0,0,0.0
95774,67,0,86,0,1,1,0,0,0.0
95779,67,0,87,0,1,1,0,0,0.0
95784,67,0,88,0,1,1,0,0,0.0
95789,67,0,89,0,1,1,0,0,0.0
95794,67,0,90,0,1,1,0,0,0.0
95799,67,0,91,0,1,1,0,0,0.0
95804,67,0,92,0,1,1,0,0,0.0
95809,67,0,93,0,1,1,0,0,0.0
95814,67,0,94,0,1,1,0,0,0.0
95819,67,0,95,0,1,1,0,0,0.0
95824,67,0,96,0,1,1,0,0,0.0
95829,67,0,97,0,1,1,0,0,0.0
95834,67,0,98,0,1,1,0,0,0.0
95839,67,0,99,0,1,1,0,0,0.0
95844,67,0,100,0,1,1,0,0,0.0
96393,68,0,68,0,1,1,0,0,825.0
96398,68,0,69,0,1,1,0,0,415.49729241
96403,68,0,70,0,1,1,0,0,0.0
96408,68,0,71,0,1,1,0,0,0.0
96413,68,0,72,0,1,1,0,0,0.0
96418,68,0,73,0,1,1,0,0,0.0
96423,68,0,74,0,1,1,0,0,0.0
96428,68,0,75,0,1,1,0,0,0.0
96433,68,0,76,0,1,1,0,0,0.0
96438,68,0,77,0,1,1,0,0,0.0
96443,68,0,78,0,1,1,0,0,0.0
96448,68,0,79,0,1,1,0,0,0.0
96453,68,0,80,0,1,1,0,0,0.0
96458,68,0,81,0,1,1,0,0,0.0
96463,68,0,82,0,1,1,0,0,0.0
96468,68,0,83,0,1,1,0,0,0.0
96473,68,0,84,0,1,1,0,0,0.0
96478,68,0,85,0,1,1,0,0,0.0
96483,68,0,86,0,1,1,0,0,0.0
96488,68,0,87,0,1,1,0,0,0.0
96493,68,0,88,0,1,1,0,0,0.0
96498,68,0,89,0,1,1,0,0,0.0
96503,68,0,90,0,1,1,0,0,0.0
96508,68,0,91,0,1,1,0,0,0.0
96513,68,0,92,0,1,1,0,0,0.0
96518,68,0,93,0,1,1,0,0,0.0
96523,68,0,94,0,1,1,0,0,0.0
96528,68,0,95,0,1,1,0,0,0.0
96533,68,0,96,0,1,1,0,0,0.0
96538,68,0,97,0,1,1,0,0,0.0
96543,68,0,98,0,1,1,0,0,0.0
96548,68,0,99,0,1,1,0,0,0.0
96553,68,0,100,0,1,1,0,0,0.0
97086,69,0,69,0,1,1,0,0,837.0
97091,69,0,70,0,1,1,0,0,421.4973309524
97096,69,0,71,0,1,1,0,0,0.0
97101,69,0,72,0,1,1,0,0,0.0
97106,69,0,73,0,1,1,0,0,0.0
97111,69,0,74,0,1,1,0,0,0.0
97116,69,0,75,0,1,1,0,0,0.0
97121,69,0,76,0,1,1,0,0,0.0
97126,69,0,77,0,1,1,0,0,0.0
97131,69,0,78,0,1,1,0,0,0.0
97136,69,0,79,0,1,1,0,0,0.0
97141,69,0,80,0,1,1,0,0,0.0
97146,69,0,81,0,1,1,0,0,0.0
97151,69,0,82,0,1,1,0,0,0.0
97156,69,0,83,0,1,1,0,0,0.0
97161,69,0,84,0,1,1,0,0,0.0
97166,69,0,85,0,1,1,0,0,0.0
97171,69,0,86,0,1,1,0,0,0.0
97176,69,0,87,0,1,1,0,0,0.0
97181,69,0,88,0,1,1,0,0,0.0
97186,69,0,89,0,1,1,0,0,0.0
97191,69,0,90,0,1,1,0,0,0.0
97196,69,0,91,0,1,1,0,0,0.0
97201,69,0,92,0,1,1,0,0,0.0
97206,69,0,93,0,1,1,0,0,0.0
97211,69,0,94,0,1,1,0,0,0.0
97216,69,0,95,0,1,1,0,0,0.0
97221,69,0,96,0,1,1,0,0,0.0
97226,69,0,97,0,1,1,0,0,0.0
97231,69,0,98,0,1,1,0,0,0.0
97236,69,0,99,0,1,1,0,0,0.0
97241,69,0,100,0,1,1,0,0,0.0
97758,70,0,70,0,1,1,0,0,849.0
97763,70,0,71,0,1,1,0,0,427.497368413
97768,70,0,72,0,1,1,0,0,0.0
97773,70,0,73,0,1,1,0,0,0.0
97778,70,0,74,0,1,1,0,0,0.0
97783,70,0,75,0,1,1,0,0,0.0
97788,70,0,76,0,1,1,0,0,0.0
97793,70,0,77,0,1,1,0,0,0.0
97798,70,0,78,0,1,1,0,0,0.0
97803,70,0,79,0,1,1,0,0,0.0
97808,70,0,80,0,1,1,0,0,0.0
97813,70,0,81,0,1,1,0,0,0.0
97818,70,0,82,0,1,1,0,0,0.0
97823,70,0,83,0,1,1,0,0,0.0
97828,70,0,84,0,1,1,0,0,0.0
97833,70,0,85,0,1,1,0,0,0.0
97838,70,0,86,0,1,1,0,0,0.0
97843,70,0,87,0,1,1,0,0,0.0
97848,70,0,88,0,1,1,0,0,0.0
97853,70,0,89,0,1,1,0,0,0.0
97858,70,0,90,0,1,1,0,0,0.0
97863,70,0,91,0,1,1,0,0,0.0
97868,70,0,92,0,1,1,0,0,0.0
97873,70,0,93,0,1,1,0,0,0.0
97878,70,0,94,0,1,1,0,0,0.0
97883,70,0,95,0,1,1,0,0,0.0
97888,70,0,96,0,1,1,0,0,0.0
97893,70,0,97,0,1,1,0,0,0.0
97898,70,0,98,0,1,1,0,0,0.0
97903,70,0,99,0,1,1,0,0,0.0
97908,70,0,100,0,1,1,0,0,0.0
98409,71,0,71,0,1,1,0,0,861.0
98414,71,0,72,0,1,1,0,0,433.4974048365
98419,71,0,73,0,1,1,0,0,0.0
98424,71,0,74,0,1,1,0,0,0.0
98429,71,0,75,0,1,1,0,0,0.0
98434,71,0,76,0,1,1,0,0,0.0
98439,71,0,77,0,1,1,0,0,0.0
98444,71,0,78,0,1,1,0,0,0.0
98449,71,0,79,0,1,1,0,0,0.0
98454,71,0,80,0,1,1,0,0,0.0
98459,71,0,81,0,1,1,0,0,0.0
98464,71,0,82,0,1,1,0,0,0.0
98469,71,0,83,0,1,1,0,0,0.0
98474,71,0,84,0,1,1,0,0,0.0
98479,71,0,85,0,1,1,0,0,0.0
98484,71,0,86,0,1,1,0,0,0.0
98489,71,0,87,0,1,1,0,0,0.0
98494,71,0,88,0,1,1,0,0,0.0
98499,71,0,89,0,1,1,0,0,0.0
98504,71,0,90,0,1,1,0,0,0.0
98509,71,0,91,0,1,1,0,0,0.0
98514,71,0,92,0,1,1,0,0,0.0
98519,71,0,93,0,1,1,0,0,0.0
98524,71,0,94,0,1,1,0,0,0.0
98529,71,0,95,0,1,1,0,0,0.0
98534,71,0,96,0,1,1,0,0,0.0
98539,71,0,97,0,1,1,0,0,0.0
98544,71,0,98,0,1,1,0,0,0.0
98549,71,0,99,0,1,1,0,0,0.0
98554,71,0,100,0,1,1,0,0,0.0
99039,72,0,72,0,1,1,0,0,873.0
99044,72,0,73,0,1,1,0,0,439.4974402656
99049,72,0,74,0,1,1,0,0,0.0
99054,72,0,75,0,1,1,0,0,0.0
99059,72,0,76,0,1,1,0,0,0.0
99064,72,0,77,0,1,1,0,0,0.0
99069,72,0,78,0,1,1,0,0,0.0
99074,72,0,79,0,1,1,0,0,0.0
99079,72,0,80,0,1,1,0,0,0.0
99084,72,0,81,0,1,1,0,0,0.0
99089,72,0,82,0,1,1,0,0,0.0
99094,72,0,83,0,1,1,0,0,0.0
99099,72,0,84,0,1,1,0,0,0.0
99104,72,0,85,0,1,1,0,0,0.0
99109,72,0,86,0,1,1,0,0,0.0
99114,72,0,87,0,1,1,0,0,0.0
99119,72,0,88,0,1,1,0,0,0.0
99124,72,0,89,0,1,1,0,0,0.0
99129,72,0,90,0,1,1,0,0,0.0
99134,72,0,91,0,1,1,0,0,0.0
99139,72,0,92,0,1,1,0,0,0.0
99144,72,0,93,0,1,1,0,0,0.0
99149,72,0,94,0,1,1,0,0,0.0
99154,72,0,95,0,1,1,0,0,0.0
99159,72,0,96,0,1,1,0,0,0.0
99164,72,0,97,0,1,1,0,0,0.0
99169,72,0,98,0,1,1,0,0,0.0
99174,72,0,99,0,1,1,0,0,0.0
99179,72,0,100,0,1,1,0,0,0.0
99648,73,0,73,0,1,1,0,0,885.0
99653,73,0,74,0,1,1,0,0,445.4974747403
99658,73,0,75,0,1,1,0,0,0.0
99663,73,0,76,0,1,1,0,0,0.0
99668,73,0,77,0,1,1,0,0,0.0
99673,73,0,78,0,1,1,0,0,0.0
99678,73,0,79,0,1,1,0,0,0.0
99683,73,0,80,0,1,1,0,0,0.0
99688,73,0,81,0,1,1,0,0,0.0
99693,73,0,82,0,1,1,0,0,0.0
99698,73,0,83,0,1,1,0,0,0.0
99703,73,0,84,0,1,1,0,0,0.0
99708,73,0,85,0,1,1,0,0,0.0
99713,73,0,86,0,1,1,0,0,0.0
99718,73,0,87,0,1,1,0,0,0.0
99723,73,0,88,0,1,1,0,0,0.0
99728,73,0,89,0,1,1,0,0,0.0
99733,73,0,90,0,1,1,0,0,0.0
99738,73,0,91,0,1,1,0,0,0.0
99743,73,0,92,0,1,1,0,0,0.0
99748,73,0,93,0,1,1,0,0,0.0
99753,73,0,94,0,1,1,0,0,0.0
99758,73,0,95,0,1,1,0,0,0.0
99763,73,0,96,0,1,1,0,0,0.0
99768,73,0,97,0,1,1,0,0,0.0
99773,73,0,98,0,1,1,0,0,0.0
99778,73,0,99,0,1,1,0,0,0.0
99783,73,0,100,0,1,1,0,0,0.0
100236,74,0,74,0,1,1,0,0,897.0
100241,74,0,75,0,1,1,0,0,451.4975082988
100246,74,0,76,0,1,1,0,0,0.0
100251,74,0,77,0,1,1,0,0,0.0
100256,74,0,78,0,1,1,0,0,0.0
100261,74,0,79,0,1,1,0,0,0.0
100266,74,0,80,0,1,1,0,0,0.0
100271,74,0,81,0,1,1,0,0,0.0
100276,74,0,82,0,1,1,0,0,0.0
100281,74,0,83,0,1,1,0,0,0.0
100286,74,0,84,0,1,1,0,0,0.0
100291,74,0,85,0,1,1,0,0,0.0
100296,74,0,86,0,1,1,0,0,0.0
100301,74,0,87,0,1,1,0,0,0.0
100306,74,0,88,0,1,1,0,0,0.0
100311,74,0,89,0,1,1,0,0,0.0
100316,74,0,90,0,1,1,0,0,0.0
100321,74,0,91,0,1,1,0,0,0.0
100326,74,0,92,0,1,1,0,0,0.0
100331,74,0,93,0,1,1,0,0,0.0
100336,74,0,94,0,1,1,0,0,0.0
100341,74,0,95,0,1,1,0,0,0.0
100346,74,0,96,0,1,1,0,0,0.0
100351,74,0,97,0,1,1,0,0,0.0
100356,74,0,98,0,1,1,0,0,0.0
100361,74,0,99,0,1,1,0,0,0.0
100366,74,0,100,0,1,1,0,0,0.0
100803,75,0,75,0,1,1,0,0,909.0
100808,75,0,76,0,1,1,0,0,457.497540977
100813,75,0,77,0,1,1,0,0,0.0
100818,75,0,78,0,1,1,0,0,0.0
100823,75,0,79,0,1,1,0,0,0.0
100828,75,0,80,0,1,1,0,0,0.0
100833,75,0,81,0,1,1,0,0,0.0
100838,75,0,82,0,1,1,0,0,0.0
100843,75,0,83,0,1,1,0,0,0.0
100848,75,0,84,0,1,1,0,0,0.0
100853,75,0,85,0,1,1,0,0,0.0
100858,75,0,86,0,1,1,0,0,0.0
100863,75,0,87,0,1,1,0,0,0.0
100868,75,0,88,0,1,1,0,0,0.0
100873,75,0,89,0,1,1,0,0,0.0
