,N,L,N',L',S,J,T,MT,E
34779,17,2,70,0,1,1,0,0,0.0
34785,17,2,71,0,1,1,0,0,0.0
34791,17,2,72,0,1,1,0,0,0.0
34797,17,2,73,0,1,1,0,0,0.0
34803,17,2,74,0,1,1,0,0,0.0
34809,17,2,75,0,1,1,0,0,0.0
34815,17,2,76,0,1,1,0,0,0.0
34821,17,2,77,0,1,1,0,0,0.0
34827,17,2,78,0,1,1,0,0,0.0
34833,17,2,79,0,1,1,0,0,0.0
34839,17,2,80,0,1,1,0,0,0.0
34845,17,2,81,0,1,1,0,0,0.0
34851,17,2,82,0,1,1,0,0,0.0
34857,17,2,83,0,1,1,0,0,0.0
34863,17,2,84,0,1,1,0,0,0.0
34869,17,2,85,0,1,1,0,0,0.0
34875,17,2,86,0,1,1,0,0,0.0
34881,17,2,87,0,1,1,0,0,0.0
34887,17,2,88,0,1,1,0,0,0.0
34893,17,2,89,0,1,1,0,0,0.0
34899,17,2,90,0,1,1,0,0,0.0
34905,17,2,91,0,1,1,0,0,0.0
34911,17,2,92,0,1,1,0,0,0.0
34917,17,2,93,0,1,1,0,0,0.0
34923,17,2,94,0,1,1,0,0,0.0
34929,17,2,95,0,1,1,0,0,0.0
34935,17,2,96,0,1,1,0,0,0.0
34941,17,2,97,0,1,1,0,0,0.0
34947,17,2,98,0,1,1,0,0,0.0
34953,17,2,99,0,1,1,0,0,0.0
34959,17,2,100,0,1,1,0,0,0.0
36210,18,2,18,0,1,1,0,0,0.0
36216,18,2,19,0,1,1,0,0,0.0
36222,18,2,20,0,1,1,0,0,0.0
36228,18,2,21,0,1,1,0,0,0.0
36234,18,2,22,0,1,1,0,0,0.0
36240,18,2,23,0,1,1,0,0,0.0
36246,18,2,24,0,1,1,0,0,0.0
36252,18,2,25,0,1,1,0,0,0.0
36258,18,2,26,0,1,1,0,0,0.0
36264,18,2,27,0,1,1,0,0,0.0
36270,18,2,28,0,1,1,0,0,0.0
36276,18,2,29,0,1,1,0,0,0.0
36282,18,2,30,0,1,1,0,0,0.0
36288,18,2,31,0,1,1,0,0,0.0
36294,18,2,32,0,1,1,0,0,0.0
36300,18,2,33,0,1,1,0,0,0.0
36306,18,2,34,0,1,1,0,0,0.0
36312,18,2,35,0,1,1,0,0,0.0
36318,18,2,36,0,1,1,0,0,0.0
36324,18,2,37,0,1,1,0,0,0.0
36330,18,2,38,0,1,1,0,0,0.0
36336,18,2,39,0,1,1,0,0,0.0
36342,18,2,40,0,1,1,0,0,0.0
36348,18,2,41,0,1,1,0,0,0.0
36354,18,2,42,0,1,1,0,0,0.0
36360,18,2,43,0,1,1,0,0,0.0
36366,18,2,44,0,1,1,0,0,0.0
36372,18,2,45,0,1,1,0,0,0.0
36378,18,2,46,0,1,1,0,0,0.0
36384,18,2,47,0,1,1,0,0,0.0
36390,18,2,48,0,1,1,0,0,0.0
36396,18,2,49,0,1,1,0,0,0.0
36402,18,2,50,0,1,1,0,0,0.0
36408,18,2,51,0,1,1,0,0,0.0
36414,18,2,52,0,1,1,0,0,0.0
36420,18,2,53,0,1,1,0,0,0.0
36426,18,2,54,0,1,1,0,0,0.0
36432,18,2,55,0,1,1,0,0,0.0
36438,18,2,56,0,1,1,0,0,0.0
36444,18,2,57,0,1,1,0,0,0.0
36450,18,2,58,0,1,1,0,0,0.0
36456,18,2,59,0,1,1,0,0,0.0
36462,18,2,60,0,1,1,0,0,0.0
36468,18,2,61,0,1,1,0,0,0.0
36474,18,2,62,0,1,1,0,0,0.0
36480,18,2,63,0,1,1,0,0,0.0
36486,18,2,64,0,1,1,0,0,0.0
36492,18,2,65,0,1,1,0,0,0.0
36498,18,2,66,0,1,1,0,0,0.0
36504,18,2,67,0,1,1,0,0,0.0
36510,18,2,68,0,1,1,0,0,0.0
36516,18,2,69,0,1,1,0,0,0.0
36522,18,2,70,0,1,1,0,0,0.0
36528,18,2,71,0,1,1,0,0,0.0
36534,18,2,72,0,1,1,0,0,0.0
36540,18,2,73,0,1,1,0,0,0.0
36546,18,2,74,0,1,1,0,0,0.0
36552,18,2,75,0,1,1,0,0,0.0
36558,18,2,76,0,1,1,0,0,0.0
36564,18,2,77,0,1,1,0,0,0.0
36570,18,2,78,0,1,1,0,0,0.0
36576,18,2,79,0,1,1,0,0,0.0
36582,18,2,80,0,1,1,0,0,0.0
36588,18,2,81,0,1,1,0,0,0.0
36594,18,2,82,0,1,1,0,0,0.0
36600,18,2,83,0,1,1,0,0,0.0
36606,18,2,84,0,1,1,0,0,0.0
36612,18,2,85,0,1,1,0,0,0.0
36618,18,2,86,0,1,1,0,0,0.0
36624,18,2,87,0,1,1,0,0,0.0
36630,18,2,88,0,1,1,0,0,0.0
36636,18,2,89,0,1,1,0,0,0.0
36642,18,2,90,0,1,1,0,0,0.0
36648,18,2,91,0,1,1,0,0,0.0
36654,18,2,92,0,1,1,0,0,0.0
36660,18,2,93,0,1,1,0,0,0.0
36666,18,2,94,0,1,1,0,0,0.0
36672,18,2,95,0,1,1,0,0,0.0
36678,18,2,96,0,1,1,0,0,0.0
36684,18,2,97,0,1,1,0,0,0.0
36690,18,2,98,0,1,1,0,0,0.0
36696,18,2,99,0,1,1,0,0,0.0
36702,18,2,100,0,1,1,0,0,0.0
37938,19,2,19,0,1,1,0,0,0.0
37944,19,2,20,0,1,1,0,0,0.0
37950,19,2,21,0,1,1,0,0,0.0
37956,19,2,22,0,1,1,0,0,0.0
37962,19,2,23,0,1,1,0,0,0.0
37968,19,2,24,0,1,1,0,0,0.0
37974,19,2,25,0,1,1,0,0,0.0
37980,19,2,26,0,1,1,0,0,0.0
37986,19,2,27,0,1,1,0,0,0.0
37992,19,2,28,0,1,1,0,0,0.0
37998,19,2,29,0,1,1,0,0,0.0
38004,19,2,30,0,1,1,0,0,0.0
38010,19,2,31,0,1,1,0,0,0.0
38016,19,2,32,0,1,1,0,0,0.0
38022,19,2,33,0,1,1,0,0,0.0
38028,19,2,34,0,1,1,0,0,0.0
38034,19,2,35,0,1,1,0,0,0.0
38040,19,2,36,0,1,1,0,0,0.0
38046,19,2,37,0,1,1,0,0,0.0
38052,19,2,38,0,1,1,0,0,0.0
38058,19,2,39,0,1,1,0,0,0.0
38064,19,2,40,0,1,1,0,0,0.0
38070,19,2,41,0,1,1,0,0,0.0
38076,19,2,42,0,1,1,0,0,0.0
38082,19,2,43,0,1,1,0,0,0.0
38088,19,2,44,0,1,1,0,0,0.0
38094,19,2,45,0,1,1,0,0,0.0
38100,19,2,46,0,1,1,0,0,0.0
38106,19,2,47,0,1,1,0,0,0.0
38112,19,2,48,0,1,1,0,0,0.0
38118,19,2,49,0,1,1,0,0,0.0
38124,19,2,50,0,1,1,0,0,0.0
38130,19,2,51,0,1,1,0,0,0.0
38136,19,2,52,0,1,1,0,0,0.0
38142,19,2,53,0,1,1,0,0,0.0
38148,19,2,54,0,1,1,0,0,0.0
38154,19,2,55,0,1,1,0,0,0.0
38160,19,2,56,0,1,1,0,0,0.0
38166,19,2,57,0,1,1,0,0,0.0
38172,19,2,58,0,1,1,0,0,0.0
38178,19,2,59,0,1,1,0,0,0.0
38184,19,2,60,0,1,1,0,0,0.0
38190,19,2,61,0,1,1,0,0,0.0
38196,19,2,62,0,1,1,0,0,0.0
38202,19,2,63,0,1,1,0,0,0.0
38208,19,2,64,0,1,1,0,0,0.0
38214,19,2,65,0,1,1,0,0,0.0
38220,19,2,66,0,1,1,0,0,0.0
38226,19,2,67,0,1,1,0,0,0.0
38232,19,2,68,0,1,1,0,0,0.0
38238,19,2,69,0,1,1,0,0,0.0
38244,19,2,70,0,1,1,0,0,0.0
38250,19,2,71,0,1,1,0,0,0.0
38256,19,2,72,0,1,1,0,0,0.0
38262,19,2,73,0,1,1,0,0,0.0
38268,19,2,74,0,1,1,0,0,0.0
38274,19,2,75,0,1,1,0,0,0.0
38280,19,2,76,0,1,1,0,0,0.0
38286,19,2,77,0,1,1,0,0,0.0
38292,19,2,78,0,1,1,0,0,0.0
38298,19,2,79,0,1,1,0,0,0.0
38304,19,2,80,0,1,1,0,0,0.0
38310,19,2,81,0,1,1,0,0,0.0
38316,19,2,82,0,1,1,0,0,0.0
38322,19,2,83,0,1,1,0,0,0.0
38328,19,2,84,0,1,1,0,0,0.0
38334,19,2,85,0,1,1,0,0,0.0
38340,19,2,86,0,1,1,0,0,0.0
38346,19,2,87,0,1,1,0,0,0.0
38352,19,2,88,0,1,1,0,0,0.0
38358,19,2,89,0,1,1,0,0,0.0
38364,19,2,90,0,1,1,0,0,0.0
38370,19,2,91,0,1,1,0,0,0.0
38376,19,2,92,0,1,1,0,0,0.0
38382,19,2,93,0,1,1,0,0,0.0
38388,19,2,94,0,1,1,0,0,0.0
38394,19,2,95,0,1,1,0,0,0.0
38400,19,2,96,0,1,1,0,0,0.0
38406,19,2,97,0,1,1,0,0,0.0
38412,19,2,98,0,1,1,0,0,0.0
38418,19,2,99,0,1,1,0,0,0.0
38424,19,2,100,0,1,1,0,0,0.0
39645,20,2,20,0,1,1,0,0,0.0
39651,20,2,21,0,1,1,0,0,0.0
39657,20,2,22,0,1,1,0,0,0.0
39663,20,2,23,0,1,1,0,0,0.0
39669,20,2,24,0,1,1,0,0,0.0
39675,20,2,25,0,1,1,0,0,0.0
39681,20,2,26,0,1,1,0,0,0.0
39687,20,2,27,0,1,1,0,0,0.0
39693,20,2,28,0,1,1,0,0,0.0
39699,20,2,29,0,1,1,0,0,0.0
39705,20,2,30,0,1,1,0,0,0.0
39711,20,2,31,0,1,1,0,0,0.0
39717,20,2,32,0,1,1,0,0,0.0
39723,20,2,33,0,1,1,0,0,0.0
39729,20,2,34,0,1,1,0,0,0.0
39735,20,2,35,0,1,1,0,0,0.0
39741,20,2,36,0,1,1,0,0,0.0
39747,20,2,37,0,1,1,0,0,0.0
39753,20,2,38,0,1,1,0,0,0.0
39759,20,2,39,0,1,1,0,0,0.0
39765,20,2,40,0,1,1,0,0,0.0
39771,20,2,41,0,1,1,0,0,0.0
39777,20,2,42,0,1,1,0,0,0.0
39783,20,2,43,0,1,1,0,0,0.0
39789,20,2,44,0,1,1,0,0,0.0
39795,20,2,45,0,1,1,0,0,0.0
39801,20,2,46,0,1,1,0,0,0.0
39807,20,2,47,0,1,1,0,0,0.0
39813,20,2,48,0,1,1,0,0,0.0
39819,20,2,49,0,1,1,0,0,0.0
39825,20,2,50,0,1,1,0,0,0.0
39831,20,2,51,0,1,1,0,0,0.0
39837,20,2,52,0,1,1,0,0,0.0
39843,20,2,53,0,1,1,0,0,0.0
39849,20,2,54,0,1,1,0,0,0.0
39855,20,2,55,0,1,1,0,0,0.0
39861,20,2,56,0,1,1,0,0,0.0
39867,20,2,57,0,1,1,0,0,0.0
39873,20,2,58,0,1,1,0,0,0.0
39879,20,2,59,0,1,1,0,0,0.0
39885,20,2,60,0,1,1,0,0,0.0
39891,20,2,61,0,1,1,0,0,0.0
39897,20,2,62,0,1,1,0,0,0.0
39903,20,2,63,0,1,1,0,0,0.0
39909,20,2,64,0,1,1,0,0,0.0
39915,20,2,65,0,1,1,0,0,0.0
39921,20,2,66,0,1,1,0,0,0.0
39927,20,2,67,0,1,1,0,0,0.0
39933,20,2,68,0,1,1,0,0,0.0
39939,20,2,69,0,1,1,0,0,0.0
39945,20,2,70,0,1,1,0,0,0.0
39951,20,2,71,0,1,1,0,0,0.0
39957,20,2,72,0,1,1,0,0,0.0
39963,20,2,73,0,1,1,0,0,0.0
39969,20,2,74,0,1,1,0,0,0.0
39975,20,2,75,0,1,1,0,0,0.0
39981,20,2,76,0,1,1,0,0,0.0
39987,20,2,77,0,1,1,0,0,0.0
39993,20,2,78,0,1,1,0,0,0.0
39999,20,2,79,0,1,1,0,0,0.0
40005,20,2,80,0,1,1,0,0,0.0
40011,20,2,81,0,1,1,0,0,0.0
40017,20,2,82,0,1,1,0,0,0.0
40023,20,2,83,0,1,1,0,0,0.0
40029,20,2,84,0,1,1,0,0,0.0
40035,20,2,85,0,1,1,0,0,0.0
40041,20,2,86,0,1,1,0,0,0.0
40047,20,2,87,0,1,1,0,0,0.0
40053,20,2,88,0,1,1,0,0,0.0
40059,20,2,89,0,1,1,0,0,0.0
40065,20,2,90,0,1,1,0,0,0.0
40071,20,2,91,0,1,1,0,0,0.0
40077,20,2,92,0,1,1,0,0,0.0
40083,20,2,93,0,1,1,0,0,0.0
40089,20,2,94,0,1,1,0,0,0.0
40095,20,2,95,0,1,1,0,0,0.0
40101,20,2,96,0,1,1,0,0,0.0
40107,20,2,97,0,1,1,0,0,0.0
40113,20,2,98,0,1,1,0,0,0.0
40119,20,2,99,0,1,1,0,0,0.0
40125,20,2,100,0,1,1,0,0,0.0
41331,21,2,21,0,1,1,0,0,0.0
41337,21,2,22,0,1,1,0,0,0.0
41343,21,2,23,0,1,1,0,0,0.0
41349,21,2,24,0,1,1,0,0,0.0
41355,21,2,25,0,1,1,0,0,0.0
41361,21,2,26,0,1,1,0,0,0.0
41367,21,2,27,0,1,1,0,0,0.0
41373,21,2,28,0,1,1,0,0,0.0
41379,21,2,29,0,1,1,0,0,0.0
41385,21,2,30,0,1,1,0,0,0.0
41391,21,2,31,0,1,1,0,0,0.0
41397,21,2,32,0,1,1,0,0,0.0
41403,21,2,33,0,1,1,0,0,0.0
41409,21,2,34,0,1,1,0,0,0.0
41415,21,2,35,0,1,1,0,0,0.0
41421,21,2,36,0,1,1,0,0,0.0
41427,21,2,37,0,1,1,0,0,0.0
41433,21,2,38,0,1,1,0,0,0.0
41439,21,2,39,0,1,1,0,0,0.0
41445,21,2,40,0,1,1,0,0,0.0
41451,21,2,41,0,1,1,0,0,0.0
41457,21,2,42,0,1,1,0,0,0.0
41463,21,2,43,0,1,1,0,0,0.0
41469,21,2,44,0,1,1,0,0,0.0
41475,21,2,45,0,1,1,0,0,0.0
41481,21,2,46,0,1,1,0,0,0.0
41487,21,2,47,0,1,1,0,0,0.0
41493,21,2,48,0,1,1,0,0,0.0
41499,21,2,49,0,1,1,0,0,0.0
41505,21,2,50,0,1,1,0,0,0.0
41511,21,2,51,0,1,1,0,0,0.0
41517,21,2,52,0,1,1,0,0,0.0
41523,21,2,53,0,1,1,0,0,0.0
41529,21,2,54,0,1,1,0,0,0.0
41535,21,2,55,0,1,1,0,0,0.0
41541,21,2,56,0,1,1,0,0,0.0
41547,21,2,57,0,1,1,0,0,0.0
41553,21,2,58,0,1,1,0,0,0.0
41559,21,2,59,0,1,1,0,0,0.0
41565,21,2,60,0,1,1,0,0,0.0
41571,21,2,61,0,1,1,0,0,0.0
41577,21,2,62,0,1,1,0,0,0.0
41583,21,2,63,0,1,1,0,0,0.0
41589,21,2,64,0,1,1,0,0,0.0
41595,21,2,65,0,1,1,0,0,0.0
41601,21,2,66,0,1,1,0,0,0.0
41607,21,2,67,0,1,1,0,0,0.0
41613,21,2,68,0,1,1,0,0,0.0
41619,21,2,69,0,1,1,0,0,0.0
41625,21,2,70,0,1,1,0,0,0.0
41631,21,2,71,0,1,1,0,0,0.0
41637,21,2,72,0,1,1,0,0,0.0
41643,21,2,73,0,1,1,0,0,0.0
41649,21,2,74,0,1,1,0,0,0.0
41655,21,2,75,0,1,1,0,0,0.0
41661,21,2,76,0,1,1,0,0,0.0
41667,21,2,77,0,1,1,0,0,0.0
41673,21,2,78,0,1,1,0,0,0.0
41679,21,2,79,0,1,1,0,0,0.0
41685,21,2,80,0,1,1,0,0,0.0
41691,21,2,81,0,1,1,0,0,0.0
41697,21,2,82,0,1,1,0,0,0.0
41703,21,2,83,0,1,1,0,0,0.0
41709,21,2,84,0,1,1,0,0,0.0
41715,21,2,85,0,1,1,0,0,0.0
41721,21,2,86,0,1,1,0,0,0.0
41727,21,2,87,0,1,1,0,0,0.0
41733,21,2,88,0,1,1,0,0,0.0
41739,21,2,89,0,1,1,0,0,0.0
41745,21,2,90,0,1,1,0,0,0.0
41751,21,2,91,0,1,1,0,0,0.0
41757,21,2,92,0,1,1,0,0,0.0
41763,21,2,93,0,1,1,0,0,0.0
41769,21,2,94,0,1,1,0,0,0.0
41775,21,2,95,0,1,1,0,0,0.0
41781,21,2,96,0,1,1,0,0,0.0
41787,21,2,97,0,1,1,0,0,0.0
41793,21,2,98,0,1,1,0,0,0.0
41799,21,2,99,0,1,1,0,0,0.0
41805,21,2,100,0,1,1,0,0,0.0
42996,22,2,22,0,1,1,0,0,0.0
43002,22,2,23,0,1,1,0,0,0.0
43008,22,2,24,0,1,1,0,0,0.0
43014,22,2,25,0,1,1,0,0,0.0
43020,22,2,26,0,1,1,0,0,0.0
43026,22,2,27,0,1,1,0,0,0.0
43032,22,2,28,0,1,1,0,0,0.0
43038,22,2,29,0,1,1,0,0,0.0
43044,22,2,30,0,1,1,0,0,0.0
43050,22,2,31,0,1,1,0,0,0.0
43056,22,2,32,0,1,1,0,0,0.0
43062,22,2,33,0,1,1,0,0,0.0
43068,22,2,34,0,1,1,0,0,0.0
43074,22,2,35,0,1,1,0,0,0.0
43080,22,2,36,0,1,1,0,0,0.0
43086,22,2,37,0,1,1,0,0,0.0
43092,22,2,38,0,1,1,0,0,0.0
43098,22,2,39,0,1,1,0,0,0.0
43104,22,2,40,0,1,1,0,0,0.0
43110,22,2,41,0,1,1,0,0,0.0
43116,22,2,42,0,1,1,0,0,0.0
43122,22,2,43,0,1,1,0,0,0.0
43128,22,2,44,0,1,1,0,0,0.0
43134,22,2,45,0,1,1,0,0,0.0
43140,22,2,46,0,1,1,0,0,0.0
43146,22,2,47,0,1,1,0,0,0.0
43152,22,2,48,0,1,1,0,0,0.0
43158,22,2,49,0,1,1,0,0,0.0
43164,22,2,50,0,1,1,0,0,0.0
43170,22,2,51,0,1,1,0,0,0.0
43176,22,2,52,0,1,1,0,0,0.0
43182,22,2,53,0,1,1,0,0,0.0
43188,22,2,54,0,1,1,0,0,0.0
43194,22,2,55,0,1,1,0,0,0.0
43200,22,2,56,0,1,1,0,0,0.0
43206,22,2,57,0,1,1,0,0,0.0
43212,22,2,58,0,1,1,0,0,0.0
43218,22,2,59,0,1,1,0,0,0.0
43224,22,2,60,0,1,1,0,0,0.0
43230,22,2,61,0,1,1,0,0,0.0
43236,22,2,62,0,1,1,0,0,0.0
43242,22,2,63,0,1,1,0,0,0.0
43248,22,2,64,0,1,1,0,0,0.0
43254,22,2,65,0,1,1,0,0,0.0
43260,22,2,66,0,1,1,0,0,0.0
43266,22,2,67,0,1,1,0,0,0.0
43272,22,2,68,0,1,1,0,0,0.0
43278,22,2,69,0,1,1,0,0,0.0
43284,22,2,70,0,1,1,0,0,0.0
43290,22,2,71,0,1,1,0,0,0.0
43296,22,2,72,0,1,1,0,0,0.0
43302,22,2,73,0,1,1,0,0,0.0
43308,22,2,74,0,1,1,0,0,0.0
43314,22,2,75,0,1,1,0,0,0.0
43320,22,2,76,0,1,1,0,0,0.0
43326,22,2,77,0,1,1,0,0,0.0
43332,22,2,78,0,1,1,0,0,0.0
43338,22,2,79,0,1,1,0,0,0.0
43344,22,2,80,0,1,1,0,0,0.0
43350,22,2,81,0,1,1,0,0,0.0
43356,22,2,82,0,1,1,0,0,0.0
43362,22,2,83,0,1,1,0,0,0.0
43368,22,2,84,0,1,1,0,0,0.0
43374,22,2,85,0,1,1,0,0,0.0
43380,22,2,86,0,1,1,0,0,0.0
43386,22,2,87,0,1,1,0,0,0.0
43392,22,2,88,0,1,1,0,0,0.0
43398,22,2,89,0,1,1,0,0,0.0
43404,22,2,90,0,1,1,0,0,0.0
43410,22,2,91,0,1,1,0,0,0.0
43416,22,2,92,0,1,1,0,0,0.0
43422,22,2,93,0,1,1,0,0,0.0
43428,22,2,94,0,1,1,0,0,0.0
43434,22,2,95,0,1,1,0,0,0.0
43440,22,2,96,0,1,1,0,0,0.0
43446,22,2,97,0,1,1,0,0,0.0
43452,22,2,98,0,1,1,0,0,0.0
43458,22,2,99,0,1,1,0,0,0.0
43464,22,2,100,0,1,1,0,0,0.0
44640,23,2,23,0,1,1,0,0,0.0
44646,23,2,24,0,1,1,0,0,0.0
44652,23,2,25,0,1,1,0,0,0.0
44658,23,2,26,0,1,1,0,0,0.0
44664,23,2,27,0,1,1,0,0,0.0
44670,23,2,28,0,1,1,0,0,0.0
44676,23,2,29,0,1,1,0,0,0.0
44682,23,2,30,0,1,1,0,0,0.0
44688,23,2,31,0,1,1,0,0,0.0
44694,23,2,32,0,1,1,0,0,0.0
44700,23,2,33,0,1,1,0,0,0.0
44706,23,2,34,0,1,1,0,0,0.0
44712,23,2,35,0,1,1,0,0,0.0
44718,23,2,36,0,1,1,0,0,0.0
44724,23,2,37,0,1,1,0,0,0.0
44730,23,2,38,0,1,1,0,0,0.0
44736,23,2,39,0,1,1,0,0,0.0
44742,23,2,40,0,1,1,0,0,0.0
44748,23,2,41,0,1,1,0,0,0.0
44754,23,2,42,0,1,1,0,0,0.0
44760,23,2,43,0,1,1,0,0,0.0
44766,23,2,44,0,1,1,0,0,0.0
44772,23,2,45,0,1,1,0,0,0.0
44778,23,2,46,0,1,1,0,0,0.0
44784,23,2,47,0,1,1,0,0,0.0
44790,23,2,48,0,1,1,0,0,0.0
44796,23,2,49,0,1,1,0,0,0.0
44802,23,2,50,0,1,1,0,0,0.0
44808,23,2,51,0,1,1,0,0,0.0
44814,23,2,52,0,1,1,0,0,0.0
44820,23,2,53,0,1,1,0,0,0.0
44826,23,2,54,0,1,1,0,0,0.0
44832,23,2,55,0,1,1,0,0,0.0
44838,23,2,56,0,1,1,0,0,0.0
44844,23,2,57,0,1,1,0,0,0.0
44850,23,2,58,0,1,1,0,0,0.0
44856,23,2,59,0,1,1,0,0,0.0
44862,23,2,60,0,1,1,0,0,0.0
44868,23,2,61,0,1,1,0,0,0.0
44874,23,2,62,0,1,1,0,0,0.0
44880,23,2,63,0,1,1,0,0,0.0
44886,23,2,64,0,1,1,0,0,0.0
44892,23,2,65,0,1,1,0,0,0.0
44898,23,2,66,0,1,1,0,0,0.0
44904,23,2,67,0,1,1,0,0,0.0
44910,23,2,68,0,1,1,0,0,0.0
44916,23,2,69,0,1,1,0,0,0.0
44922,23,2,70,0,1,1,0,0,0.0
44928,23,2,71,0,1,1,0,0,0.0
44934,23,2,72,0,1,1,0,0,0.0
44940,23,2,73,0,1,1,0,0,0.0
44946,23,2,74,0,1,1,0,0,0.0
44952,23,2,75,0,1,1,0,0,0.0
44958,23,2,76,0,1,1,0,0,0.0
44964,23,2,77,0,1,1,0,0,0.0
44970,23,2,78,0,1,1,0,0,0.0
44976,23,2,79,0,1,1,0,0,0.0
44982,23,2,80,0,1,1,0,0,0.0
44988,23,2,81,0,1,1,0,0,0.0
44994,23,2,82,0,1,1,0,0,0.0
45000,23,2,83,0,1,1,0,0,0.0
45006,23,2,84,0,1,1,0,0,0.0
45012,23,2,85,0,1,1,0,0,0.0
45018,23,2,86,0,1,1,0,0,0.0
45024,23,2,87,0,1,1,0,0,0.0
45030,23,2,88,0,1,1,0,0,0.0
45036,23,2,89,0,1,1,0,0,0.0
45042,23,2,90,0,1,1,0,0,0.0
45048,23,2,91,0,1,1,0,0,0.0
45054,23,2,92,0,1,1,0,0,0.0
45060,23,2,93,0,1,1,0,0,0.0
45066,23,2,94,0,1,1,0,0,0.0
45072,23,2,95,0,1,1,0,0,0.0
45078,23,2,96,0,1,1,0,0,0.0
45084,23,2,97,0,1,1,0,0,0.0
45090,23,2,98,0,1,1,0,0,0.0
45096,23,2,99,0,1,1,0,0,0.0
45102,23,2,100,0,1,1,0,0,0.0
46263,24,2,24,0,1,1,0,0,0.0
46269,24,2,25,0,1,1,0,0,0.0
46275,24,2,26,0,1,1,0,0,0.0
46281,24,2,27,0,1,1,0,0,0.0
46287,24,2,28,0,1,1,0,0,0.0
46293,24,2,29,0,1,1,0,0,0.0
46299,24,2,30,0,1,1,0,0,0.0
46305,24,2,31,0,1,1,0,0,0.0
46311,24,2,32,0,1,1,0,0,0.0
46317,24,2,33,0,1,1,0,0,0.0
46323,24,2,34,0,1,1,0,0,0.0
46329,24,2,35,0,1,1,0,0,0.0
46335,24,2,36,0,1,1,0,0,0.0
46341,24,2,37,0,1,1,0,0,0.0
46347,24,2,38,0,1,1,0,0,0.0
46353,24,2,39,0,1,1,0,0,0.0
46359,24,2,40,0,1,1,0,0,0.0
46365,24,2,41,0,1,1,0,0,0.0
46371,24,2,42,0,1,1,0,0,0.0
46377,24,2,43,0,1,1,0,0,0.0
46383,24,2,44,0,1,1,0,0,0.0
46389,24,2,45,0,1,1,0,0,0.0
46395,24,2,46,0,1,1,0,0,0.0
46401,24,2,47,0,1,1,0,0,0.0
46407,24,2,48,0,1,1,0,0,0.0
46413,24,2,49,0,1,1,0,0,0.0
46419,24,2,50,0,1,1,0,0,0.0
46425,24,2,51,0,1,1,0,0,0.0
46431,24,2,52,0,1,1,0,0,0.0
46437,24,2,53,0,1,1,0,0,0.0
46443,24,2,54,0,1,1,0,0,0.0
46449,24,2,55,0,1,1,0,0,0.0
46455,24,2,56,0,1,1,0,0,0.0
46461,24,2,57,0,1,1,0,0,0.0
46467,24,2,58,0,1,1,0,0,0.0
46473,24,2,59,0,1,1,0,0,0.0
46479,24,2,60,0,1,1,0,0,0.0
46485,24,2,61,0,1,1,0,0,0.0
46491,24,2,62,0,1,1,0,0,0.0
46497,24,2,63,0,1,1,0,0,0.0
46503,24,2,64,0,1,1,0,0,0.0
46509,24,2,65,0,1,1,0,0,0.0
46515,24,2,66,0,1,1,0,0,0.0
46521,24,2,67,0,1,1,0,0,0.0
46527,24,2,68,0,1,1,0,0,0.0
46533,24,2,69,0,1,1,0,0,0.0
46539,24,2,70,0,1,1,0,0,0.0
46545,24,2,71,0,1,1,0,0,0.0
46551,24,2,72,0,1,1,0,0,0.0
46557,24,2,73,0,1,1,0,0,0.0
46563,24,2,74,0,1,1,0,0,0.0
46569,24,2,75,0,1,1,0,0,0.0
46575,24,2,76,0,1,1,0,0,0.0
46581,24,2,77,0,1,1,0,0,0.0
46587,24,2,78,0,1,1,0,0,0.0
46593,24,2,79,0,1,1,0,0,0.0
46599,24,2,80,0,1,1,0,0,0.0
46605,24,2,81,0,1,1,0,0,0.0
46611,24,2,82,0,1,1,0,0,0.0
46617,24,2,83,0,1,1,0,0,0.0
46623,24,2,84,0,1,1,0,0,0.0
46629,24,2,85,0,1,1,0,0,0.0
46635,24,2,86,0,1,1,0,0,0.0
46641,24,2,87,0,1,1,0,0,0.0
46647,24,2,88,0,1,1,0,0,0.0
46653,24,2,89,0,1,1,0,0,0.0
46659,24,2,90,0,1,1,0,0,0.0
46665,24,2,91,0,1,1,0,0,0.0
46671,24,2,92,0,1,1,0,0,0.0
46677,24,2,93,0,1,1,0,0,0.0
46683,24,2,94,0,1,1,0,0,0.0
46689,24,2,95,0,1,1,0,0,0.0
46695,24,2,96,0,1,1,0,0,0.0
46701,24,2,97,0,1,1,0,0,0.0
46707,24,2,98,0,1,1,0,0,0.0
46713,24,2,99,0,1,1,0,0,0.0
46719,24,2,100,0,1,1,0,0,0.0
47865,25,2,25,0,1,1,0,0,0.0
47871,25,2,26,0,1,1,0,0,0.0
47877,25,2,27,0,1,1,0,0,0.0
47883,25,2,28,0,1,1,0,0,0.0
47889,25,2,29,0,1,1,0,0,0.0
47895,25,2,30,0,1,1,0,0,0.0
47901,25,2,31,0,1,1,0,0,0.0
47907,25,2,32,0,1,1,0,0,0.0
47913,25,2,33,0,1,1,0,0,0.0
47919,25,2,34,0,1,1,0,0,0.0
47925,25,2,35,0,1,1,0,0,0.0
47931,25,2,36,0,1,1,0,0,0.0
47937,25,2,37,0,1,1,0,0,0.0
47943,25,2,38,0,1,1,0,0,0.0
47949,25,2,39,0,1,1,0,0,0.0
47955,25,2,40,0,1,1,0,0,0.0
